Vid,Cid,RepliesToId,Comments,uniqueId,videoWebUrl,clean_comments,tokens,tokens_no_stopwords,lemmatized,final_text
,7455203738179027758,,"We need a video on blushing and face flushing! Literally every time someone talks to me or asks me a question, I flush! I’m not embarrassed about anything in that moment. It’s insane!",,,we need a video on blushing and face flushing literally every time someone talks to me or asks me a question i flush im not embarrassed about anything in that moment its insane,"['we', 'need', 'a', 'video', 'on', 'blushing', 'and', 'face', 'flushing', 'literally', 'every', 'time', 'someone', 'talks', 'to', 'me', 'or', 'asks', 'me', 'a', 'question', 'i', 'flush', 'im', 'not', 'embarrassed', 'about', 'anything', 'in', 'that', 'moment', 'its', 'insane']","['need', 'video', 'blushing', 'face', 'flushing', 'literally', 'every', 'time', 'someone', 'talks', 'asks', 'question', 'flush', 'im', 'embarrassed', 'anything', 'moment', 'insane']","['need', 'video', 'blushing', 'face', 'flushing', 'literally', 'every', 'time', 'someone', 'talk', 'asks', 'question', 'flush', 'im', 'embarrassed', 'anything', 'moment', 'insane']",need video blushing face flushing literally every time someone talk asks question flush im embarrassed anything moment insane
,7424689098675618603,,Ordering! LOVE your work,,,ordering love your work,"['ordering', 'love', 'your', 'work']","['ordering', 'love', 'work']","['ordering', 'love', 'work']",ordering love work
,7426545445323785002,,Thanks for the support! Excited for you to read it 🤗,,,thanks for the support excited for you to read it,"['thanks', 'for', 'the', 'support', 'excited', 'for', 'you', 'to', 'read', 'it']","['thanks', 'support', 'excited', 'read']","['thanks', 'support', 'excited', 'read']",thanks support excited read
,7492533027403203358,,Yes this!! This is the worst thing about my OCD because you have to get it perfect in your head or you continue to think about it.,,,yes this this is the worst thing about my ocd because you have to get it perfect in your head or you continue to think about it,"['yes', 'this', 'this', 'is', 'the', 'worst', 'thing', 'about', 'my', 'ocd', 'because', 'you', 'have', 'to', 'get', 'it', 'perfect', 'in', 'your', 'head', 'or', 'you', 'continue', 'to', 'think', 'about', 'it']","['yes', 'worst', 'thing', 'ocd', 'get', 'perfect', 'head', 'continue', 'think']","['yes', 'worst', 'thing', 'ocd', 'get', 'perfect', 'head', 'continue', 'think']",yes worst thing ocd get perfect head continue think
,7494820069257986847,,False memories after drinking are the WORST,,,false memories after drinking are the worst,"['false', 'memories', 'after', 'drinking', 'are', 'the', 'worst']","['false', 'memories', 'drinking', 'worst']","['false', 'memory', 'drinking', 'worst']",false memory drinking worst
,7491607534072644398,,🤔 I wonder if the constant thoughts lately could be ocd…… could someone get this during or after a pregnancy?,,,i wonder if the constant thoughts lately could be ocd could someone get this during or after a pregnancy,"['i', 'wonder', 'if', 'the', 'constant', 'thoughts', 'lately', 'could', 'be', 'ocd', 'could', 'someone', 'get', 'this', 'during', 'or', 'after', 'a', 'pregnancy']","['wonder', 'constant', 'thoughts', 'lately', 'could', 'ocd', 'could', 'someone', 'get', 'pregnancy']","['wonder', 'constant', 'thought', 'lately', 'could', 'ocd', 'could', 'someone', 'get', 'pregnancy']",wonder constant thought lately could ocd could someone get pregnancy
,7494859149096780587,,Truth!!!,,,truth,['truth'],['truth'],['truth'],truth
,7491184067825648426,,"like making sure you didn't run anything over. yeah, there wasn't an accident or turn around again to make sure you didn't run anyone over",,,like making sure you didnt run anything over yeah there wasnt an accident or turn around again to make sure you didnt run anyone over,"['like', 'making', 'sure', 'you', 'didnt', 'run', 'anything', 'over', 'yeah', 'there', 'wasnt', 'an', 'accident', 'or', 'turn', 'around', 'again', 'to', 'make', 'sure', 'you', 'didnt', 'run', 'anyone', 'over']","['like', 'making', 'sure', 'didnt', 'run', 'anything', 'yeah', 'wasnt', 'accident', 'turn', 'around', 'make', 'sure', 'didnt', 'run', 'anyone']","['like', 'making', 'sure', 'didnt', 'run', 'anything', 'yeah', 'wasnt', 'accident', 'turn', 'around', 'make', 'sure', 'didnt', 'run', 'anyone']",like making sure didnt run anything yeah wasnt accident turn around make sure didnt run anyone
,7491024807733150486,,"Totally, also constantly checking social media and messages that I haven’t shared or text something unwanted",,,totally also constantly checking social media and messages that i havent shared or text something unwanted,"['totally', 'also', 'constantly', 'checking', 'social', 'media', 'and', 'messages', 'that', 'i', 'havent', 'shared', 'or', 'text', 'something', 'unwanted']","['totally', 'also', 'constantly', 'checking', 'social', 'media', 'messages', 'havent', 'shared', 'text', 'something', 'unwanted']","['totally', 'also', 'constantly', 'checking', 'social', 'medium', 'message', 'havent', 'shared', 'text', 'something', 'unwanted']",totally also constantly checking social medium message havent shared text something unwanted
,7490927263200002862,,I didn’t even realize that these behaviors were related to my OCD 😳,,,i didnt even realize that these behaviors were related to my ocd,"['i', 'didnt', 'even', 'realize', 'that', 'these', 'behaviors', 'were', 'related', 'to', 'my', 'ocd']","['didnt', 'even', 'realize', 'behaviors', 'related', 'ocd']","['didnt', 'even', 'realize', 'behavior', 'related', 'ocd']",didnt even realize behavior related ocd
,7491399117856867080,,thank you dr,,,thank you dr,"['thank', 'you', 'dr']","['thank', 'dr']","['thank', 'dr']",thank dr
,7490881905994072878,,It's the worst.,,,its the worst,"['its', 'the', 'worst']",['worst'],['worst'],worst
,7283012124451128096,,"That is called vegetative dystonia,it applies to people with stress,anxiety etc 😕💐",,,that is called vegetative dystoniait applies to people with stressanxiety etc,"['that', 'is', 'called', 'vegetative', 'dystoniait', 'applies', 'to', 'people', 'with', 'stressanxiety', 'etc']","['called', 'vegetative', 'dystoniait', 'applies', 'people', 'stressanxiety', 'etc']","['called', 'vegetative', 'dystoniait', 'applies', 'people', 'stressanxiety', 'etc']",called vegetative dystoniait applies people stressanxiety etc
,7283138600916943617,,"Does it affect shoulder, too?🥺",,,does it affect shoulder too,"['does', 'it', 'affect', 'shoulder', 'too']","['affect', 'shoulder']","['affect', 'shoulder']",affect shoulder
,7285742073076237089,,Can it be the right arm too?,,,can it be the right arm too,"['can', 'it', 'be', 'the', 'right', 'arm', 'too']","['right', 'arm']","['right', 'arm']",right arm
,7308855687760397086,,Omg I’m not alone 😩. But how to get rid of it! This can’t be life,,,omg im not alone but how to get rid of it this cant be life,"['omg', 'im', 'not', 'alone', 'but', 'how', 'to', 'get', 'rid', 'of', 'it', 'this', 'cant', 'be', 'life']","['omg', 'im', 'alone', 'get', 'rid', 'cant', 'life']","['omg', 'im', 'alone', 'get', 'rid', 'cant', 'life']",omg im alone get rid cant life
,7283313206171386630,,I've been dealing with this since i was 15. can it be deadly? sometimes it feels like I'm about to have a heart attack,,,ive been dealing with this since i was can it be deadly sometimes it feels like im about to have a heart attack,"['ive', 'been', 'dealing', 'with', 'this', 'since', 'i', 'was', 'can', 'it', 'be', 'deadly', 'sometimes', 'it', 'feels', 'like', 'im', 'about', 'to', 'have', 'a', 'heart', 'attack']","['ive', 'dealing', 'since', 'deadly', 'sometimes', 'feels', 'like', 'im', 'heart', 'attack']","['ive', 'dealing', 'since', 'deadly', 'sometimes', 'feel', 'like', 'im', 'heart', 'attack']",ive dealing since deadly sometimes feel like im heart attack
,7309521784578982698,,i just started getting left arms numb & tingling like a couple months ago & i hate it 😩,,,i just started getting left arms numb tingling like a couple months ago i hate it,"['i', 'just', 'started', 'getting', 'left', 'arms', 'numb', 'tingling', 'like', 'a', 'couple', 'months', 'ago', 'i', 'hate', 'it']","['started', 'getting', 'left', 'arms', 'numb', 'tingling', 'like', 'couple', 'months', 'ago', 'hate']","['started', 'getting', 'left', 'arm', 'numb', 'tingling', 'like', 'couple', 'month', 'ago', 'hate']",started getting left arm numb tingling like couple month ago hate
,7315499207056950059,,I’ve been to the emergency room 3xs this year thinking I was having a heart attack 😢,,,ive been to the emergency room xs this year thinking i was having a heart attack,"['ive', 'been', 'to', 'the', 'emergency', 'room', 'xs', 'this', 'year', 'thinking', 'i', 'was', 'having', 'a', 'heart', 'attack']","['ive', 'emergency', 'room', 'xs', 'year', 'thinking', 'heart', 'attack']","['ive', 'emergency', 'room', 'x', 'year', 'thinking', 'heart', 'attack']",ive emergency room x year thinking heart attack
,7285951769364038442,,This happened to me &I had every symptom of a attack. Drs said it was severe anxiety/panic attack. told me to be careful or I will end up w/a real 1,,,this happened to me i had every symptom of a attack drs said it was severe anxietypanic attack told me to be careful or i will end up wa real,"['this', 'happened', 'to', 'me', 'i', 'had', 'every', 'symptom', 'of', 'a', 'attack', 'drs', 'said', 'it', 'was', 'severe', 'anxietypanic', 'attack', 'told', 'me', 'to', 'be', 'careful', 'or', 'i', 'will', 'end', 'up', 'wa', 'real']","['happened', 'every', 'symptom', 'attack', 'drs', 'said', 'severe', 'anxietypanic', 'attack', 'told', 'careful', 'end', 'wa', 'real']","['happened', 'every', 'symptom', 'attack', 'drs', 'said', 'severe', 'anxietypanic', 'attack', 'told', 'careful', 'end', 'wa', 'real']",happened every symptom attack drs said severe anxietypanic attack told careful end wa real
,7283682173969040134,,which doctor can you get all the stress and anxiety symptoms or whatsoever checked?,,,which doctor can you get all the stress and anxiety symptoms or whatsoever checked,"['which', 'doctor', 'can', 'you', 'get', 'all', 'the', 'stress', 'and', 'anxiety', 'symptoms', 'or', 'whatsoever', 'checked']","['doctor', 'get', 'stress', 'anxiety', 'symptoms', 'whatsoever', 'checked']","['doctor', 'get', 'stress', 'anxiety', 'symptom', 'whatsoever', 'checked']",doctor get stress anxiety symptom whatsoever checked
,7283017554447549190,,the left arm pain attacks me everytime and heart palpitations i thought i had a stroke,,,the left arm pain attacks me everytime and heart palpitations i thought i had a stroke,"['the', 'left', 'arm', 'pain', 'attacks', 'me', 'everytime', 'and', 'heart', 'palpitations', 'i', 'thought', 'i', 'had', 'a', 'stroke']","['left', 'arm', 'pain', 'attacks', 'everytime', 'heart', 'palpitations', 'thought', 'stroke']","['left', 'arm', 'pain', 'attack', 'everytime', 'heart', 'palpitation', 'thought', 'stroke']",left arm pain attack everytime heart palpitation thought stroke
,7183092598134047494,,randomly came across this tonight whilst I'm in bed thinking I've been having a heart attack for 3 days ! I need to chill out. thank you x,,,randomly came across this tonight whilst im in bed thinking ive been having a heart attack for days i need to chill out thank you x,"['randomly', 'came', 'across', 'this', 'tonight', 'whilst', 'im', 'in', 'bed', 'thinking', 'ive', 'been', 'having', 'a', 'heart', 'attack', 'for', 'days', 'i', 'need', 'to', 'chill', 'out', 'thank', 'you', 'x']","['randomly', 'came', 'across', 'tonight', 'whilst', 'im', 'bed', 'thinking', 'ive', 'heart', 'attack', 'days', 'need', 'chill', 'thank', 'x']","['randomly', 'came', 'across', 'tonight', 'whilst', 'im', 'bed', 'thinking', 'ive', 'heart', 'attack', 'day', 'need', 'chill', 'thank', 'x']",randomly came across tonight whilst im bed thinking ive heart attack day need chill thank x
,7174564704830915370,,That makes so much sense. For someone that has complained of this for almost 18 years to doctors-Thank You!,,,that makes so much sense for someone that has complained of this for almost years to doctorsthank you,"['that', 'makes', 'so', 'much', 'sense', 'for', 'someone', 'that', 'has', 'complained', 'of', 'this', 'for', 'almost', 'years', 'to', 'doctorsthank', 'you']","['makes', 'much', 'sense', 'someone', 'complained', 'almost', 'years', 'doctorsthank']","['make', 'much', 'sense', 'someone', 'complained', 'almost', 'year', 'doctorsthank']",make much sense someone complained almost year doctorsthank
,7198241636330963717,,is it normal to be physically sick from anxiety ?,,,is it normal to be physically sick from anxiety,"['is', 'it', 'normal', 'to', 'be', 'physically', 'sick', 'from', 'anxiety']","['normal', 'physically', 'sick', 'anxiety']","['normal', 'physically', 'sick', 'anxiety']",normal physically sick anxiety
,7165603839099142958,,"I learned this out 2 days ago when I was rushed to the ER. 😂 Not very funny, but now I know... 😏",,,i learned this out days ago when i was rushed to the er not very funny but now i know,"['i', 'learned', 'this', 'out', 'days', 'ago', 'when', 'i', 'was', 'rushed', 'to', 'the', 'er', 'not', 'very', 'funny', 'but', 'now', 'i', 'know']","['learned', 'days', 'ago', 'rushed', 'er', 'funny', 'know']","['learned', 'day', 'ago', 'rushed', 'er', 'funny', 'know']",learned day ago rushed er funny know
,7165630165383922475,,Omg it’s scary! It’s like you hear my thoughts when I’m anxious! Love your page 🥰,,,omg its scary its like you hear my thoughts when im anxious love your page,"['omg', 'its', 'scary', 'its', 'like', 'you', 'hear', 'my', 'thoughts', 'when', 'im', 'anxious', 'love', 'your', 'page']","['omg', 'scary', 'like', 'hear', 'thoughts', 'im', 'anxious', 'love', 'page']","['omg', 'scary', 'like', 'hear', 'thought', 'im', 'anxious', 'love', 'page']",omg scary like hear thought im anxious love page
,7169104544203408174,,Do you see patients virtually??,,,do you see patients virtually,"['do', 'you', 'see', 'patients', 'virtually']","['see', 'patients', 'virtually']","['see', 'patient', 'virtually']",see patient virtually
,7167450663074300718,,"Wow, honestly always just thought it was my mind messing with me.",,,wow honestly always just thought it was my mind messing with me,"['wow', 'honestly', 'always', 'just', 'thought', 'it', 'was', 'my', 'mind', 'messing', 'with', 'me']","['wow', 'honestly', 'always', 'thought', 'mind', 'messing']","['wow', 'honestly', 'always', 'thought', 'mind', 'messing']",wow honestly always thought mind messing
,7183094067797017350,,At least I know I’m not the only one now…..😬,,,at least i know im not the only one now,"['at', 'least', 'i', 'know', 'im', 'not', 'the', 'only', 'one', 'now']","['least', 'know', 'im', 'one']","['least', 'know', 'im', 'one']",least know im one
,7167505271431316270,,Thank you,,,thank you,"['thank', 'you']",['thank'],['thank'],thank
,7167171547101463342,,Sometimes I feel like TikTok is inside of my brain. I was just getting anxious over this 5 minutes ago.,,,sometimes i feel like tiktok is inside of my brain i was just getting anxious over this minutes ago,"['sometimes', 'i', 'feel', 'like', 'tiktok', 'is', 'inside', 'of', 'my', 'brain', 'i', 'was', 'just', 'getting', 'anxious', 'over', 'this', 'minutes', 'ago']","['sometimes', 'feel', 'like', 'tiktok', 'inside', 'brain', 'getting', 'anxious', 'minutes', 'ago']","['sometimes', 'feel', 'like', 'tiktok', 'inside', 'brain', 'getting', 'anxious', 'minute', 'ago']",sometimes feel like tiktok inside brain getting anxious minute ago
,7115157951635751685,,"Honestly, this needs to be taught in schools",,,honestly this needs to be taught in schools,"['honestly', 'this', 'needs', 'to', 'be', 'taught', 'in', 'schools']","['honestly', 'needs', 'taught', 'schools']","['honestly', 'need', 'taught', 'school']",honestly need taught school
,7115162556301853482,,💯,,,,[],[],[],
,7162167909710709547,,Great advice and tips!,,,great advice and tips,"['great', 'advice', 'and', 'tips']","['great', 'advice', 'tips']","['great', 'advice', 'tip']",great advice tip
,7115303550829724459,,What’s the ice for?,,,whats the ice for,"['whats', 'the', 'ice', 'for']","['whats', 'ice']","['whats', 'ice']",whats ice
,7143632302878343937,,I CANT TEXT WILE HAVING A PANIC ATTACK,,,i cant text wile having a panic attack,"['i', 'cant', 'text', 'wile', 'having', 'a', 'panic', 'attack']","['cant', 'text', 'wile', 'panic', 'attack']","['cant', 'text', 'wile', 'panic', 'attack']",cant text wile panic attack
,7292277259536073518,,I've also done the dart your eyes back and forth and keep repeating there is no danger over and over then I am safe,,,ive also done the dart your eyes back and forth and keep repeating there is no danger over and over then i am safe,"['ive', 'also', 'done', 'the', 'dart', 'your', 'eyes', 'back', 'and', 'forth', 'and', 'keep', 'repeating', 'there', 'is', 'no', 'danger', 'over', 'and', 'over', 'then', 'i', 'am', 'safe']","['ive', 'also', 'done', 'dart', 'eyes', 'back', 'forth', 'keep', 'repeating', 'danger', 'safe']","['ive', 'also', 'done', 'dart', 'eye', 'back', 'forth', 'keep', 'repeating', 'danger', 'safe']",ive also done dart eye back forth keep repeating danger safe
,7134756263879049990,,I did this once to ask for help from a friend and they where like ‘oh no’ and then ghosted me for three hours,,,i did this once to ask for help from a friend and they where like oh no and then ghosted me for three hours,"['i', 'did', 'this', 'once', 'to', 'ask', 'for', 'help', 'from', 'a', 'friend', 'and', 'they', 'where', 'like', 'oh', 'no', 'and', 'then', 'ghosted', 'me', 'for', 'three', 'hours']","['ask', 'help', 'friend', 'like', 'oh', 'ghosted', 'three', 'hours']","['ask', 'help', 'friend', 'like', 'oh', 'ghosted', 'three', 'hour']",ask help friend like oh ghosted three hour
,7115789403465171718,,The fact that my friend just said „Lmao” when i told him i have a panic attack hurts me,,,the fact that my friend just said lmao when i told him i have a panic attack hurts me,"['the', 'fact', 'that', 'my', 'friend', 'just', 'said', 'lmao', 'when', 'i', 'told', 'him', 'i', 'have', 'a', 'panic', 'attack', 'hurts', 'me']","['fact', 'friend', 'said', 'lmao', 'told', 'panic', 'attack', 'hurts']","['fact', 'friend', 'said', 'lmao', 'told', 'panic', 'attack', 'hurt']",fact friend said lmao told panic attack hurt
,7115159639230104362,,honestly I feel telling someone to breathe doesn't work. what I do is tell them to pick an object around them and describe it to me in great detail-,,,honestly i feel telling someone to breathe doesnt work what i do is tell them to pick an object around them and describe it to me in great detail,"['honestly', 'i', 'feel', 'telling', 'someone', 'to', 'breathe', 'doesnt', 'work', 'what', 'i', 'do', 'is', 'tell', 'them', 'to', 'pick', 'an', 'object', 'around', 'them', 'and', 'describe', 'it', 'to', 'me', 'in', 'great', 'detail']","['honestly', 'feel', 'telling', 'someone', 'breathe', 'doesnt', 'work', 'tell', 'pick', 'object', 'around', 'describe', 'great', 'detail']","['honestly', 'feel', 'telling', 'someone', 'breathe', 'doesnt', 'work', 'tell', 'pick', 'object', 'around', 'describe', 'great', 'detail']",honestly feel telling someone breathe doesnt work tell pick object around describe great detail
,7116603637502509830,,This is such a great technique! Thank you for sharing! 👍🏽,,,this is such a great technique thank you for sharing,"['this', 'is', 'such', 'a', 'great', 'technique', 'thank', 'you', 'for', 'sharing']","['great', 'technique', 'thank', 'sharing']","['great', 'technique', 'thank', 'sharing']",great technique thank sharing
,6977114073750799109,,Okay but not getting invited places as a teenager cut me WAY DEEPER than some of my adult problems,,,okay but not getting invited places as a teenager cut me way deeper than some of my adult problems,"['okay', 'but', 'not', 'getting', 'invited', 'places', 'as', 'a', 'teenager', 'cut', 'me', 'way', 'deeper', 'than', 'some', 'of', 'my', 'adult', 'problems']","['okay', 'getting', 'invited', 'places', 'teenager', 'cut', 'way', 'deeper', 'adult', 'problems']","['okay', 'getting', 'invited', 'place', 'teenager', 'cut', 'way', 'deeper', 'adult', 'problem']",okay getting invited place teenager cut way deeper adult problem
,6977185459411714821,,Yes!! Could not agree more,,,yes could not agree more,"['yes', 'could', 'not', 'agree', 'more']","['yes', 'could', 'agree']","['yes', 'could', 'agree']",yes could agree
,6977107625910141702,,"That's why I loved my therapist, she would never invalidate my feelings so I felt really confident talking about it",,,thats why i loved my therapist she would never invalidate my feelings so i felt really confident talking about it,"['thats', 'why', 'i', 'loved', 'my', 'therapist', 'she', 'would', 'never', 'invalidate', 'my', 'feelings', 'so', 'i', 'felt', 'really', 'confident', 'talking', 'about', 'it']","['thats', 'loved', 'therapist', 'would', 'never', 'invalidate', 'feelings', 'felt', 'really', 'confident', 'talking']","['thats', 'loved', 'therapist', 'would', 'never', 'invalidate', 'feeling', 'felt', 'really', 'confident', 'talking']",thats loved therapist would never invalidate feeling felt really confident talking
,6977120988282815238,,"i'm 22 with like ""real"" problems now and it still doesn't compare to how i felt 14-17......more people like you❤️❤️❤️",,,im with like real problems now and it still doesnt compare to how i felt more people like you,"['im', 'with', 'like', 'real', 'problems', 'now', 'and', 'it', 'still', 'doesnt', 'compare', 'to', 'how', 'i', 'felt', 'more', 'people', 'like', 'you']","['im', 'like', 'real', 'problems', 'still', 'doesnt', 'compare', 'felt', 'people', 'like']","['im', 'like', 'real', 'problem', 'still', 'doesnt', 'compare', 'felt', 'people', 'like']",im like real problem still doesnt compare felt people like
,6977185720469652229,,Right!! Being a teen is so hard!,,,right being a teen is so hard,"['right', 'being', 'a', 'teen', 'is', 'so', 'hard']","['right', 'teen', 'hard']","['right', 'teen', 'hard']",right teen hard
,6977473731467887365,,"I was getting mad mad cuz I thought she was about to mock, but I was blissfully wring 🥰",,,i was getting mad mad cuz i thought she was about to mock but i was blissfully wring,"['i', 'was', 'getting', 'mad', 'mad', 'cuz', 'i', 'thought', 'she', 'was', 'about', 'to', 'mock', 'but', 'i', 'was', 'blissfully', 'wring']","['getting', 'mad', 'mad', 'cuz', 'thought', 'mock', 'blissfully', 'wring']","['getting', 'mad', 'mad', 'cuz', 'thought', 'mock', 'blissfully', 'wring']",getting mad mad cuz thought mock blissfully wring
,6977214177198736133,,It really is rough but then you grow up and it’s…different haha,,,it really is rough but then you grow up and itsdifferent haha,"['it', 'really', 'is', 'rough', 'but', 'then', 'you', 'grow', 'up', 'and', 'itsdifferent', 'haha']","['really', 'rough', 'grow', 'itsdifferent', 'haha']","['really', 'rough', 'grow', 'itsdifferent', 'haha']",really rough grow itsdifferent haha
,6980072626970936070,,i dont want to go to a therapist because im worried about the opposite happening,,,i dont want to go to a therapist because im worried about the opposite happening,"['i', 'dont', 'want', 'to', 'go', 'to', 'a', 'therapist', 'because', 'im', 'worried', 'about', 'the', 'opposite', 'happening']","['dont', 'want', 'go', 'therapist', 'im', 'worried', 'opposite', 'happening']","['dont', 'want', 'go', 'therapist', 'im', 'worried', 'opposite', 'happening']",dont want go therapist im worried opposite happening
,6977115783159694086,,I wish my therapist was like this,,,i wish my therapist was like this,"['i', 'wish', 'my', 'therapist', 'was', 'like', 'this']","['wish', 'therapist', 'like']","['wish', 'therapist', 'like']",wish therapist like
,6977155130748191493,,That’s why I love my therapist,,,thats why i love my therapist,"['thats', 'why', 'i', 'love', 'my', 'therapist']","['thats', 'love', 'therapist']","['thats', 'love', 'therapist']",thats love therapist
,7033013909124678401,,Can you do more types of these videos?,,,can you do more types of these videos,"['can', 'you', 'do', 'more', 'types', 'of', 'these', 'videos']","['types', 'videos']","['type', 'video']",type video
,7019264970785735425,,This is the only thing from tiktok that’s ever worked in my life 🥰,,,this is the only thing from tiktok thats ever worked in my life,"['this', 'is', 'the', 'only', 'thing', 'from', 'tiktok', 'thats', 'ever', 'worked', 'in', 'my', 'life']","['thing', 'tiktok', 'thats', 'ever', 'worked', 'life']","['thing', 'tiktok', 'thats', 'ever', 'worked', 'life']",thing tiktok thats ever worked life
,6995987997380838149,,Ty for this.,,,ty for this,"['ty', 'for', 'this']",['ty'],['ty'],ty
,6987610816740623109,,see i would do that but i don’t have the energy to get up,,,see i would do that but i dont have the energy to get up,"['see', 'i', 'would', 'do', 'that', 'but', 'i', 'dont', 'have', 'the', 'energy', 'to', 'get', 'up']","['see', 'would', 'dont', 'energy', 'get']","['see', 'would', 'dont', 'energy', 'get']",see would dont energy get
,6997142759823950597,,set a alarm,,,set a alarm,"['set', 'a', 'alarm']","['set', 'alarm']","['set', 'alarm']",set alarm
,6995997568442843910,,wait you’re right why did that never occur to me,,,wait youre right why did that never occur to me,"['wait', 'youre', 'right', 'why', 'did', 'that', 'never', 'occur', 'to', 'me']","['wait', 'youre', 'right', 'never', 'occur']","['wait', 'youre', 'right', 'never', 'occur']",wait youre right never occur
,6997171558972916486,,I never brush my teeth before I go to bed. I brush them for 5 minutes at 10am and I brush them at 6pm,,,i never brush my teeth before i go to bed i brush them for minutes at am and i brush them at pm,"['i', 'never', 'brush', 'my', 'teeth', 'before', 'i', 'go', 'to', 'bed', 'i', 'brush', 'them', 'for', 'minutes', 'at', 'am', 'and', 'i', 'brush', 'them', 'at', 'pm']","['never', 'brush', 'teeth', 'go', 'bed', 'brush', 'minutes', 'brush', 'pm']","['never', 'brush', 'teeth', 'go', 'bed', 'brush', 'minute', 'brush', 'pm']",never brush teeth go bed brush minute brush pm
,6998358448882582277,,I- What i don't uhgg,,,i what i dont uhgg,"['i', 'what', 'i', 'dont', 'uhgg']","['dont', 'uhgg']","['dont', 'uhgg']",dont uhgg
,7013082556648882950,,this is so smart,,,this is so smart,"['this', 'is', 'so', 'smart']",['smart'],['smart'],smart
,6987645382142935814,,I just realized this with washing my face!!,,,i just realized this with washing my face,"['i', 'just', 'realized', 'this', 'with', 'washing', 'my', 'face']","['realized', 'washing', 'face']","['realized', 'washing', 'face']",realized washing face
,7459551583165088544,,I have both your books xx,,,i have both your books xx,"['i', 'have', 'both', 'your', 'books', 'xx']","['books', 'xx']","['book', 'xx']",book xx
,7444025970435081015,,how do I order?,,,how do i order,"['how', 'do', 'i', 'order']",['order'],['order'],order
,7469055499285136161,,I have ordered this today. I'm hopeful x,,,i have ordered this today im hopeful x,"['i', 'have', 'ordered', 'this', 'today', 'im', 'hopeful', 'x']","['ordered', 'today', 'im', 'hopeful', 'x']","['ordered', 'today', 'im', 'hopeful', 'x']",ordered today im hopeful x
,7458021023482020613,,I'm going to get this book.Where can I get this?,,,im going to get this bookwhere can i get this,"['im', 'going', 'to', 'get', 'this', 'bookwhere', 'can', 'i', 'get', 'this']","['im', 'going', 'get', 'bookwhere', 'get']","['im', 'going', 'get', 'bookwhere', 'get']",im going get bookwhere get
,7439046075094188833,,I’m in the eye of the storm right now.,,,im in the eye of the storm right now,"['im', 'in', 'the', 'eye', 'of', 'the', 'storm', 'right', 'now']","['im', 'eye', 'storm', 'right']","['im', 'eye', 'storm', 'right']",im eye storm right
,7495293687753212694,,Your amazing and that book of your helped me getting through a hard time. Thank you ❤️❤️❤️,,,your amazing and that book of your helped me getting through a hard time thank you,"['your', 'amazing', 'and', 'that', 'book', 'of', 'your', 'helped', 'me', 'getting', 'through', 'a', 'hard', 'time', 'thank', 'you']","['amazing', 'book', 'helped', 'getting', 'hard', 'time', 'thank']","['amazing', 'book', 'helped', 'getting', 'hard', 'time', 'thank']",amazing book helped getting hard time thank
,7467305034239968005,,To be fair I love the tools you gave us with the first book 😁,,,to be fair i love the tools you gave us with the first book,"['to', 'be', 'fair', 'i', 'love', 'the', 'tools', 'you', 'gave', 'us', 'with', 'the', 'first', 'book']","['fair', 'love', 'tools', 'gave', 'us', 'first', 'book']","['fair', 'love', 'tool', 'gave', 'u', 'first', 'book']",fair love tool gave u first book
,7440717025741177601,,"is that book the ""why has nobody told me this before?"" i have it if so 😄",,,is that book the why has nobody told me this before i have it if so,"['is', 'that', 'book', 'the', 'why', 'has', 'nobody', 'told', 'me', 'this', 'before', 'i', 'have', 'it', 'if', 'so']","['book', 'nobody', 'told']","['book', 'nobody', 'told']",book nobody told
,7439064968818901793,,Your book is on my wishlist 🙏🏻 will it also be available in Dutch? 🤗,,,your book is on my wishlist will it also be available in dutch,"['your', 'book', 'is', 'on', 'my', 'wishlist', 'will', 'it', 'also', 'be', 'available', 'in', 'dutch']","['book', 'wishlist', 'also', 'available', 'dutch']","['book', 'wishlist', 'also', 'available', 'dutch']",book wishlist also available dutch
,7439062096958833463,,I tried finding the book but couldn't. I'm based in South Africa and not sure if it's here yet. Please let me know....,,,i tried finding the book but couldnt im based in south africa and not sure if its here yet please let me know,"['i', 'tried', 'finding', 'the', 'book', 'but', 'couldnt', 'im', 'based', 'in', 'south', 'africa', 'and', 'not', 'sure', 'if', 'its', 'here', 'yet', 'please', 'let', 'me', 'know']","['tried', 'finding', 'book', 'couldnt', 'im', 'based', 'south', 'africa', 'sure', 'yet', 'please', 'let', 'know']","['tried', 'finding', 'book', 'couldnt', 'im', 'based', 'south', 'africa', 'sure', 'yet', 'please', 'let', 'know']",tried finding book couldnt im based south africa sure yet please let know
,7477238286777762582,,Point three is so true!,,,point three is so true,"['point', 'three', 'is', 'so', 'true']","['point', 'three', 'true']","['point', 'three', 'true']",point three true
,7474643365267997462,,"i started therapy when i was ready for it, and it was the best decision of my life 🥹",,,i started therapy when i was ready for it and it was the best decision of my life,"['i', 'started', 'therapy', 'when', 'i', 'was', 'ready', 'for', 'it', 'and', 'it', 'was', 'the', 'best', 'decision', 'of', 'my', 'life']","['started', 'therapy', 'ready', 'best', 'decision', 'life']","['started', 'therapy', 'ready', 'best', 'decision', 'life']",started therapy ready best decision life
,7475381642152968982,,This is beautiful 🫶🏾,,,this is beautiful,"['this', 'is', 'beautiful']",['beautiful'],['beautiful'],beautiful
