Vid,Name,NickName,ProfileUrl,TikTok_Transcription,TikTok_Link,Author Bio,Video Description
7.49507E+18,dra_says,Dr Ahmed,https://www.tiktok.com/@Dr Ahmed,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-dra_says-20250419165257-7495068279891971350-eng-US,https://www.tiktok.com/@dra_says/video/7495068279891971350,"📧 doctorasays@gmail.com

Podcast / Free Fibromyalgia help👇","Is LDN a viable option when treating chronic pain conditions?
Educational purposes only 
#lowdosenaltrexone #fibromialgia #chronicpain #doctor #privatedoctor #privategp #painkiller #painmeds #fibromyalgiawarrior #fibromyalgiaawareness "
7.49464E+18,dra_says,Dr Ahmed,https://www.tiktok.com/@Dr Ahmed,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-dra_says-20250418132405-7494643379960155414-eng-US,https://www.tiktok.com/@dra_says/video/7494643379960155414,"📧 doctorasays@gmail.com

Podcast / Free Fibromyalgia help👇","This is a very serious and painful condition. It requires urgent attention. 
Educational purposes only 
#pilonidalcyst #pilonidalsinus #pilonidalsurgery #doctor #privatedoctor #privategp #abscess #abscessdraining "
7.45993E+18,docamen,BrainMD,https://www.tiktok.com/@BrainMD,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-docamen-20250115002815-7459932495681719583-eng-US,https://www.tiktok.com/@docamen/video/7459932495681719583,"Psychiatrist
Change Your Brain Every Day Podcast
Book Apt 👇",We are raising mentally weak children by doing this #fyp #parenting 
7.4948E+18,docamen,BrainMD,https://www.tiktok.com/@BrainMD,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-docamen-20250418231907-7494796686674398494-eng-US,https://www.tiktok.com/@docamen/video/7494796686674398494,"Psychiatrist
Change Your Brain Every Day Podcast
Book Apt 👇","Research shows Zinc, Curcumins, and Saffron are the most powerful natural nutrients that can help boost mood. That's why Happy Saffron Plus was created with all three. 

#brainhealth #mood #happysaffronplus #saffron "
7.49576E+18,cnn,CNN,https://www.tiktok.com/@CNN,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-cnn-20250421132812-7495757465523391787-eng-US,https://www.tiktok.com/@cnn/video/7495757465523391787,This is CNN...,"Pope Francis gave the traditional Easter blessing on Sunday, appearing from the balcony of St. Peter’s Basilica in front of delighted crowds in what would be his last appearance. CNN Vatican correspondent Christopher Lamb reports.
#cnn #news #popefrancis #vatican #easter #stpetersbasilica"
7.49574E+18,cnn,CNN,https://www.tiktok.com/@CNN,,https://www.tiktok.com/@cnn/video/7495739964718599470,This is CNN...,The bells of St. Peter's Square tolled in the Vatican to mark the passing of Pope Francis on April 21. #CNN #news
6.93918E+18,your.tiktok.therap1st,Leandro Olszanski My Therapist,https://www.tiktok.com/@Leandro Olszanski My Therapist,,https://www.tiktok.com/@your.tiktok.therap1st/video/6939178672897232134,"🟧👇🏻ImoLaza link👇🏻🟧
—",#duet #viral #trending #foryou #fyp #therapytiktok #YesDayChallenge #mentalheathawarness #mentalhealthmatters #QuickerPickerRapper
6.94959E+18,your.tiktok.therap1st,Leandro Olszanski My Therapist,https://www.tiktok.com/@Leandro Olszanski My Therapist,,https://www.tiktok.com/@your.tiktok.therap1st/video/6949594778694733062,"🟧👇🏻ImoLaza link👇🏻🟧
—",why does this happennn #duet #trending #fyp #fypage #AerieREAL #mentalhealthmatters #mentalheathawarness #foryou #beach #foryoupage #GoForTheHandful
7.49399E+18,doctorshepard_md,Dr. Melissa Shepard,https://www.tiktok.com/@Dr. Melissa Shepard,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-doctorshep-20250416191422-7493991398551620895-eng-US,https://www.tiktok.com/@doctorshepard_md/video/7493991398551620895,"Mom/Psychiatrist/Mental Health Advocate
Trying to figure it out together ❤️","I realize that I’m so incredibly privileged that I can even think about paying off debt. I know so many people have it so much worse and I’m lucky in so many ways. I guess I’m sharing this because I told you I’d share the good, the bad, and the ugly of this rebuilding/grieving process. And know a lot of you are probably familiar with the feeling of spinning your wheels to exhaustion and feeling like you don’t have anything to show for it. You’re not alone- we’re doing this together ❤️ #mentalhealthmatters #grief #griefjourney "
7.49361E+18,doctorshepard_md,Dr. Melissa Shepard,https://www.tiktok.com/@Dr. Melissa Shepard,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-doctorshep-20250415184156-7493611886424935711-eng-US,https://www.tiktok.com/@doctorshepard_md/video/7493611886424935711,"Mom/Psychiatrist/Mental Health Advocate
Trying to figure it out together ❤️",Replying to @BrandyNicoleSolis #depression #depressionanxiety #adhd #mentalhealthmatters #autismawareness 
7.28067E+18,drhanren,"Han Ren, Ph.D.","https://www.tiktok.com/@Han Ren, Ph.D.",https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drhanren-20230919223249-7280668623918730527-eng-US,https://www.tiktok.com/@drhanren/video/7280668623918730527,"Psychologist 
ATX
Anxiety. BI&POC. Liberation. 
MH tips. 🚫 therapy","The longer I therapize, the more I realize how much suffering boils down to shame"
6.93074E+18,drhanren,"Han Ren, Ph.D.","https://www.tiktok.com/@Han Ren, Ph.D.",,https://www.tiktok.com/@drhanren/video/6930741333128744197,"Psychologist 
ATX
Anxiety. BI&POC. Liberation. 
MH tips. 🚫 therapy",I had 27 first days of school. TWENTY-SEVEN!!! #psychologistsoftiktok
